Category,Message,Label,Clean
spam,"FREE NOKIA Or Motorola with upto 12mths 1/2price linerental, 500 FREE x-net mins&100txt/mth FREE B'tooth*. Call Mobileupd8 on 08001950382 or call 2optout/D3WV",1,free nokia motorola upto mth price linerent free x net min txt mth free b tooth call mobileupd call optout wv
spam,"Loan for any purpose å£500 - å£75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",1,loan purpos homeown tenant welcom previous refus still help call free text back help
ham,"Jus chillaxin, what up",0,ju chillaxin
spam,"Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or å£250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022",1,free entri gr prize wkli comp chanc win latest nokia psp cash everi wk txt great http www gr prize com
ham,I place all ur points on e cultures module already.,0,place ur point e cultur modul alreadi
spam,"FREE RING TONE just text \POLYS\"" to 87131. Then every week get a new tone. 0870737910216yrs only å£1.50/wk.""",1,free ring tone text poli everi week get new tone yr wk
ham,K:)k:)what are detail you want to transfer?acc no enough?,0,k k detail want transfer acc enough
ham,Have you started in skye,0,start skye
ham,Hey come online! Use msn... We are all there,0,hey come onlin use msn
spam,"Goal! Arsenal 4 (Henry, 7 v Liverpool 2 Henry scores with a simple shot from 6 yards from a pass by Bergkamp to give Arsenal a 2 goal margin after 78 mins.",1,goal arsen henri v liverpool henri score simpl shot yard pass bergkamp give arsen goal margin min
ham,Yes..gauti and sehwag out of odi series.,0,ye gauti sehwag odi seri
spam,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p",1,eeri nokia tone u rpli tone titl eg tone dracula titl ghost addamsfa munster exorcist twilight www getz co uk pobox w wq p
spam,-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468,1,pl stop bootydeli f invit friend repli ye see www sm ac u bootydeli stop send stop frnd
ham,DO NOT B LATE LOVE MUM,0,b late love mum
ham,I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day,0,realis busi guy tri bother get exam outta way tri car gr day
spam,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a å£150 prize. To collect is easy. Just call 09061743386 ,1,valu vodafon custom comput pick win prize collect easi call
ham,"I get out of class in bsn in like  &lt;#&gt;  minutes, you know where advising is?",0,get class bsn like lt gt minut know advis
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",1,hot live fantasi call p per min ntt ltd po box croydon cr wb nation rate call
ham,Yes princess! I want to make you happy...,0,ye princess want make happi
spam,"Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow",1,hello orang month free access game news sport plu free text photo messag repli ye term appli www orang co uk ow
ham,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",0,sad stori man last week b day wife nt wish parent forgot n kid went work even colleagu wish enter cabin pa said happi b day boss felt special askd lunch lunch invit apart went said u mind go bedroom minut ok sed sexi mood came minut latr wid cake n wife parent kidz friend n colleagu scream surpris wait sofa nake
spam,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394973 from Landline DATEBox1282EssexCM61XN 150p/min 18,1,guess somebodi know secretli fanci wanna find give us call landlin datebox essexcm xn p min
ham,Ok.,0,ok
ham,Lol its ok I didn't remember til last nite,0,lol ok rememb til last nite
ham,"Rose needs water, season needs change, poet needs imagination..My phone needs ur sms and i need ur lovely frndship forever....",0,rose need water season need chang poet need imagin phone need ur sm need ur love frndship forev
ham,She told to hr that he want posting in chennai:)because i'm working here:),0,told hr want post chennai work
spam,"accordingly. I repeat, just text the word ok on your mobile phone and send",1,accordingli repeat text word ok mobil phone send
ham,Y dun cut too short leh. U dun like ah? She failed. She's quite sad.,0,dun cut short leh u dun like ah fail quit sad
spam,Free tones Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk,1,free tone hope enjoy new content text stop unsubscrib help p provid tone co uk
spam,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,1,natalja f invit friend repli ye see www sm ac u nat stop send stop frnd
spam,FREE MSG:We billed your mobile number by mistake from shortcode 83332.Please call 08081263000 to have charges refunded.This call will be free from a BT landline,1,free msg bill mobil number mistak shortcod pleas call charg refund call free bt landlin
spam,Great News! Call FREEFONE 08006344447 to claim your guaranteed å£1000 CASH or å£2000 gift. Speak to a live operator NOW!,1,great news call freefon claim guarante cash gift speak live oper
ham,You getting back any time soon?,0,get back time soon
ham,Aiya we discuss later lar... Pick Ì_ up at 4 is it?,0,aiya discuss later lar pick
spam,You have 1 new message. Call 0207-083-6089,1,new messag call
spam,Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app,1,today voda number end select receiv award match pleas call quot claim code standard rate app
spam,07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow,1,rodger burn msg tri call repli sm free nokia mobil free camcord pleas call deliveri tomorrow
ham,Where are you ? What do you do ? How can you stand to be away from me ? Doesn't your heart ache without me ? Don't you wonder of me ? Don't you crave me ?,0,stand away heart ach without wonder crave
ham,No got new job at bar in airport on satsgettin 4.47per hour but means no lie in! keep in touch,0,got new job bar airport satsgettin per hour mean lie keep touch
ham,Hi.what you think about match?,0,hi think match
spam,Your credits have been topped up for http://www.bubbletext.com Your renewal Pin is tgxxrz,1,credit top http www bubbletext com renew pin tgxxrz
spam,"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play å£250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088",1,fantasi footbal back tv go sky gamestar sky activ play k dream team score start saturday regist sky opt
ham,Miss call miss call khelate kintu opponenter miss call dhorte lage. Thats d rule. One with great phone receiving quality wins.,0,miss call miss call khelat kintu opponent miss call dhort lage that rule one great phone receiv qualiti win
ham,I am in bus on the way to calicut,0,bu way calicut
ham,Where's mummy's boy ? Is he being good or bad ? Is he being positive or negative ? Why is mummy being made to wait? Hmmmm?,0,mummi boy good bad posit neg mummi made wait hmmmm
spam,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,1,congrat nokia video camera phone call call cost ppm ave call min vari mobil close post bcm ldn wc n xx
spam,Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's,1,free entri wkli comp win fa cup final tkt st may text fa receiv entri question std txt rate c appli
ham,TaKe CaRE n gET WeLL sOOn,0,take care n get well soon
spam,"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180",1,thank rington order refer number x mobil charg tone arriv pleas call custom servic
ham,Huh means computational science... Y they like dat one push here n there...,0,huh mean comput scienc like dat one push n
spam,Thanks for the Vote. Now sing along with the stars with Karaoke on your mobile. For a FREE link just reply with SING now.,1,thank vote sing along star karaok mobil free link repli sing
spam,You are a winner you have been specially selected to receive å£1000 cash or a å£2000 award. Speak to a live operator to claim call 087147123779am-7pm. Cost 10p,1,winner special select receiv cash award speak live oper claim call pm cost p
ham,"Hello baby, did you get back to your mom's ? Are you setting up the computer now ? Filling your belly ? How goes it loverboy ? I miss you already ... *sighs*",0,hello babi get back mom set comput fill belli goe loverboy miss alreadi sigh
ham,Oi. Ami parchi na re. Kicchu kaaj korte iccha korche na. Phone ta tul na. Plz. Plz.,0,oi ami parchi na kicchu kaaj kort iccha korch na phone ta tul na plz plz
ham,I am in hospital da. . I will return home in evening,0,hospit da return home even
spam,UR awarded a City Break and could WIN a å£200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 å£1.50perWKsub,1,ur award citi break could win summer shop spree everi wk txt store skilgm tsc winawk age perwksub
spam,Santa Calling! Would your little ones like a call from Santa Xmas eve? Call 09058094583 to book your time.,1,santa call would littl one like call santa xma eve call book time
ham,Stupid.its not possible,0,stupid possibl
ham,I accidentally brought em home in the box,0,accident brought em home box
ham,ÌÏ still got lessons?  ÌÏ in sch?,0,still got lesson sch
ham,Ok pa. Nothing problem:-),0,ok pa noth problem
spam,"Loan for any purpose å£500 - å£75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",1,loan purpos homeown tenant welcom previous refus still help call free text back help
ham,I'm so in love with you. I'm excited each day i spend with you. You make me so happy.,0,love excit day spend make happi
spam,Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX å£1.50,1,get offici england poli rington colour flag yer mobil tonight game text tone flag optout txt eng stop box w wx
ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,0,opinion jada kusruthi lovabl silent spl charact matur stylish simpl pl repli
ham,How do you guys go to see movies on your side.,0,guy go see movi side
ham,How is it possible to teach you. And where.,0,possibl teach
ham,HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx,0,hey girl r u hope u r well del r bak long time c give call sum time lucyxx
spam,Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186 ,1,enjoy jamster videosound gold club credit new videosound logo musicnew get fun jamster co uk help call
spam,"Our dating service has been asked 2 contact U by someone shy! CALL 09058091870 NOW all will be revealed. POBox84, M26 3UZ 150p",1,date servic ask contact u someon shi call reveal pobox uz p
spam,FreeMsg>FAV XMAS TONES!Reply REAL,1,freemsg fav xma tone repli real
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid 12hrs only,1,urgent tri contact u today draw show prize guarante call land line claim c valid hr
spam,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,1,hey realli horni want chat see nake text hot text charg pm unsubscrib text stop
ham,"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND",0,bit ur smile hppnss drop ur tear sorrow part ur heart life heart like mine wil care u forevr goodfriend
